,ranking,artist,song,year
5177,75.0,Beyonce feat. Jay-Z,Deja Vu,2006
5178,57.0,U2,Mysterious Ways,1992
5179,58.0,George Michael,Too Funky,1992
5180,59.0,Heights,How Do You Talk To An Angel,1992
5181,60.0,U2,One,1992
5182,61.0,CeCe Peniston,Keep On Walkin’,1992
5183,62.0,Genesis,Hold On My Heart,1992
5184,62.0,Jay-Z + Alicia Keys,Empire State Of Mind,2009
5185,63.0,Daughtry,No Surprise,2009
5186,64.0,Shakira,She Wolf,2009
5187,65.0,Mario feat. Gucci Mane and Sean Garrett,Break Up,2009
5188,66.0,Beyonce,Sweet Dreams,2009
5189,67.0,Young Money,Every Girl,2009
5190,68.0,Colbie Caillat,Fallin’ For You,2009
5191,69.0,The Veronicas,Untouched,2009
5192,57.0,Coldplay,Speed of Sound,2005
5193,58.0,Gavin DeGraw,I Don’t Want to Be,2005
5194,59.0,Eminem,Mockingbird,2005
5195,60.0,Shakira feat. Alejandro Sanz,La Tortura,2005
5196,61.0,Maroon5,She Will be Loved,2005
5197,62.0,Baby Bash feat. Akon,Baby I’m Back,2005
5198,63.0,Ying Yang Twins,Wait (The Whisper Song),2005
5199,64.0,Backstreet Boys,Incomplete,2005
5200,65.0,T.I.,Bring em Out,2005
5201,66.0,Destiny’s Child,Cater 2 U,2005
5202,50.0,Snoop Dogg,Sensual Seduction,2008
5203,51.0,Colby O’Donis feat. Akon,What You Got,2008
5204,52.0,3 Doors Down,It’S Not My Time,2008
5205,53.0,Leona Lewis,Better In Time,2008
5206,54.0,Soulja Boy Tell’em,Crank That (Soulja Boy),2008
5207,55.0,Linkin Park,Shadow Of The Day,2008
5208,45.0,Ludacris feat. Shawnna,Stand Up,2004
5209,46.0,Baby Bash feat. Frankie J,Suga Suga,2004
5210,47.0,Kanye West feat. Syleena Johnson,All Falls Down,2004
5211,48.0,Britney Spears,Toxic,2004
5212,49.0,Ying Yang Twins feat. Lil Jon and The East Side Boyz,Salt Shaker,2004
5213,50.0,Jessica Simpson,With You,2004
5214,51.0,Switchfoot,Meant to Live,2004
5215,52.0,"Houston feat. Chingy, Nate Dogg and I-20",I Like That,2004
5216,53.0,Ruben Studdard,Sorry 2004,2004
5217,59.0,My Chemical Romance,Welcome To The Black Parade,2007
5218,60.0,Plies feat. T-Pain,Shawty,2007
5219,61.0,Snow Patrol,Chasing Cars,2007
5220,62.0,Beyonce & Shakira,Beautiful Liar,2007
5221,63.0,Justin Timberlake,Sexyback,2007
5222,64.0,Avril Lavigne,Keep Holding On,2007
5223,65.0,Keyshia Cole feat. Missy Elliott & Lil Kim,Let It Go,2007
5224,66.0,Timbaland feat. OneRepublic,Apologize,2007
5225,67.0,Colbie Caillat,Bubbly,2007
5226,100.0,Keith Urban Featuring Carrie Underwood,The Fighter,2017
5227,81.0,Black Box,Everybody Everybody,1990
5228,82.0,Billy Joel,I Go To Extremes,1990
5229,83.0,Babyface,Whip Appeal,1990
5230,84.0,Paul Young,Oh Girl,1990
5231,85.0,D-Mob With Cathy Dennis,C’mon And Get My Love,1990
5232,86.0,Paula Abdul,(It’s Just) The Way That You Love Me,1990
5233,87.0,The Cover Girls,We Can’t Go Wrong,1990
5234,76.0,Rascal Flatts,Life is a Highway,2006
5235,77.0,Evanescence,Call me When You’re Sober,2006
5236,78.0,Carrie Underwood,"Jesus, take the Wheel",2006
5237,79.0,Danity Kane,Show Stopper,2006
5238,63.0,Karyn White,The Way I Feel About You,1992
5239,64.0,Calms Dion And Peabo Bryson,Beauty And The Beast,1992
5240,65.0,Kris Kross,Warm It Up,1992
5241,66.0,Michael Jackson,In The Closet,1992
5242,67.0,Arrested Development,People Everyday,1992
5243,68.0,Genesis,No Son Of Nine,1992
5244,70.0,Nickelback,If Today Was Your Last Day,2009
5245,71.0,Fabolous feat. The-Dream,Throw It In The Bag,2009
5246,72.0,Boys Like Girls,Love Drunk,2009
5247,73.0,Asher Roth,I Love College,2009
5248,74.0,Britney Spears,If U Seek Amy,2009
5249,75.0,Jason Aldean,Big Green Tractor,2009
5250,76.0,Taylor Swift,White Horse,2009
5251,77.0,Rihanna,Disturbia,2009
5252,67.0,Amerie,1 Thing,2005
5253,68.0,Foo Fighters,Best of You,2005
5254,56.0,"Wyclef Jean feat. Akon, Lil Wayne & Niia",Sweetest Girl (Dollar Bill),2008
5255,57.0,Ne-Yo,Miss Independent,2008
5256,58.0,Secondhand Serenade,Fall For You,2008
5257,59.0,Flo Rida feat. will.i.am,In The Ayer,2008
5258,60.0,John Mayer,Say,2008
5259,61.0,Jordin Sparks,One Step at A Time,2008
5260,62.0,Rihanna feat. Ne-Yo,Hate That I Love You,2008
5261,54.0,Avril Lavigne,My Happy Ending,2004
5262,55.0,Lloyd Banks,On Fire,2004
5263,56.0,OutKast,Roses,2004
5264,57.0,Jagged Edge,Walker outta Heaven,2004
5265,58.0,Destiny’s Child,Lose My Breath,2004
5266,59.0,D12,My Band,2004
5267,60.0,Sean Paul feat. Sasha,I’m Still in Love with You,2004
5268,61.0,Kanye West,Through the Wire,2004
5269,68.0,Ciara,Like A Boy,2007
5270,69.0,Pink,Who Knew,2007
5271,70.0,Kelly Clarkson,Never Again,2007
5272,88.0,Michael Bolton,When I’m Back On My Feet Again,1990
5273,89.0,Keith Sweat,Make You Sweat,1990
5274,90.0,New Kids On The Block,This One’s For The Children,1990
5275,91.0,Aerosmith,What It Takes,1990
5276,92.0,Kiss,Forever,1990
5277,93.0,The Time,Jerk Out,1990
5278,94.0,Biz Markie,Just A Friend,1990
5279,80.0,Ciara feat. Chamillionaire,Get Up,2006
5280,81.0,Sean Paul,We be Burnin’,2006
5281,82.0,Blue October,Hate Me,2006
5282,83.0,Lifehouse,You and Me,2006
5283,84.0,The Pussycat Dolls feat. will.i.am,Beep,2006
5284,85.0,"Dem Franchize Boyz feat. Jermaine Dupri, Da Brat and Bow Wow",I Think They Like Me,2006
5285,86.0,Chris Brown,Say Goodbye,2006
5286,87.0,John Mayer,Waiting on the World to Change,2006
5287,69.0,Marky Mark And The Funky Bunch,Wildside,1992
5288,70.0,Bryan Adams,Do I Have To Say The Words?,1992
5289,71.0,Cure,Friday I’m In Love,1992
5290,72.0,Ugly Kid Joe,Everything About You,1992
5291,78.0,Green Day,21 Guns,2009
5292,79.0,Soulja Boy Tell’em,Turn My Swag On,2009
5293,80.0,The-Dream,Rockin’ That Thang,2009
5294,81.0,Zac Brown Band,Chicken Fried,2009
5295,82.0,Beyonce,Diva,2009
5296,83.0,Iyaz,Replay,2009
5297,69.0,Mariah Carey,It’s Like That,2005
5298,70.0,Natalie,Goin’ Crazy,2005
5299,71.0,Carrie Underwood,Inside your Heaven,2005
5300,72.0,Kelly Clarkson,Because of You,2005
5301,73.0,Fantasia,Truth Is,2005
5302,74.0,Pretty Ricky,Your Body,2005
5303,63.0,Lupe Fiasco feat. Matthew Santos,Superstar,2008
5304,64.0,J. Holiday,Suffocate,2008
5305,65.0,Kevin Rudolf feat. Lil Wayne,Let It Rock,2008
5306,66.0,David Banner feat. Chris Brown,Get Like Me,2008
5307,67.0,Colbie Caillat,Realize,2008
5308,68.0,Young Jeezy feat. Kanye West,Put On,2008
5309,62.0,Jadakiss feat. Anthony Hamilton,Why?,2004
5310,63.0,Eamon,F**k It (I Don’t Want you Back),2004
5311,64.0,Avant,Read your Mind,2004
5312,65.0,Lil’ Flip,Game Over (Flip),2004
5313,66.0,Finger Eleven,One Thing,2004
5314,67.0,LL Cool J,Headsprung,2004
5315,68.0,YoungBloodZ feat. Lil Jon,Damn!,2004
5316,71.0,Ciara,Promise,2007
5317,72.0,J. Holiday,Bed,2007
5318,73.0,Rich Boy feat. Polow Da Don,Throw Some D’s,2007
5319,74.0,Amy Winehouse,Rehab,2007
5320,75.0,T.I.,Big Things Poppin’ (Do It),2007
5321,76.0,Alicia Keys,No One,2007
5322,95.0,A’me Lorain,Whole Wide World,1990
5323,96.0,Motley Crue,Without You,1990
5324,97.0,Jive Bunny and The Master Mixers,Swing The Mood,1990
5325,98.0,Prince,Thieves In The Temple,1990
5326,99.0,Mellow Man Ace,Mentirosa,1990
5327,100.0,Kyper,Tic-Tac-Toe,1990
5328,88.0,Young Jeezy feat. Akon,Soul Survivor,2006
5329,89.0,The Black Eyed Peas,Pump It,2006
5330,90.0,Eminem,When I’m Gone,2006
5331,91.0,Madonna,Hung Up,2006
5332,92.0,Three 6 Mafia feat. Young Buck and Eightball and MJG,Stay Fly,2006
5333,73.0,Paula Abdul,Blowing Kisses In The Wind,1992
5334,74.0,Bryan Adams,Thought I’d Died And Gone To Heaven,1992
5335,75.0,Snap,Rhythm Is A Dancer,1992
5336,76.0,Hammer,Addams Groove,1992
5337,77.0,Michael Bolton,Missing You Now,1992
5338,78.0,N2Deep,Back To The Hotel,1992
5339,84.0,Brad Paisley,Then,2009
5340,85.0,Rob Thomas,Her Diamonds,2009
5341,86.0,Jesse McCartney feat. Ludacris,How Do You Sleep?,2009
5342,87.0,Britney Spears,3,2009
5343,88.0,"Drake feat. Kanye West, Lil Wayne and Eminem",Forever,2009
5344,89.0,Justin Bieber,One Time,2009
5345,90.0,Lady Antebellum,I Run To You,2009
5346,91.0,Kelly Clarkson,I Do Not Hook Up,2009
5347,75.0,Jesse McCartney,Beautiful Soul,2005
5348,76.0,Gwen Stefani,Cool,2005
5349,77.0,Ludacris,Get Back,2005
5350,78.0,50 Cent feat. Mobb Deep,Outta Control (Remix),2005
5351,79.0,T.I.,U Don’t Know Me,2005
5352,80.0,Natasha Bedingfield,These Words,2005
5353,69.0,David Cook,The Time Of My Life,2008
5354,70.0,"Three 6 Mafia feat. Project Pat, Young D and Superpower",Lolli Lolli (Pop That Body),2008
5355,69.0,Beyonce feat. Sean Paul,Baby Boy,2004
5356,70.0,Lil Jon and The East Side Boyz feat. Ying Yang Twins,Get Low,2004
5357,71.0,Snoop Dogg feat. Pharrell,Drop it Like it’s Hot,2004
5358,72.0,Monica,U Should’ve Known Better,2004
5359,73.0,Ryan Cabrera,On the Way Down,2004
5360,77.0,Boys Like Girls,The Great Escape,2007
5361,78.0,Unk,2 Step,2007
5362,79.0,Paula DeAnda feat. The DEY,Walk Away (Remember Me),2007
5363,80.0,Young Jeezy feat. R. Kelly,Go Getta,2007
5364,81.0,Hellogoodbye,Here (In Your Arms),2007
5365,82.0,Pretty Ricky,On The Hotline,2007
5366,83.0,Gwen Stefani,Wind It Up,2007
5367,84.0,Baby Bash feat. T-Pain,Cyclone,2007
5368,85.0,Rihanna & Sean Paul,Break It Off,2007
5369,1.0,50 Cent,In Da Club,2003
5370,2.0,R. Kelly,Ignition,2003
5371,1.0,Faith Hill,Breathe,2000
5372,2.0,Santana feat. Rob Thomas,Smooth,2000
5373,3.0,Santana feat. The Product GandB,Maria Maria,2000
5374,1.0,Nickelback,How Your Remind Me,2002
5375,1.0,Lifehouse,Hanging By A Moment,2001
5376,93.0,Keyshia Cole,Love,2006
5377,94.0,Ne-Yo,When You’re Mad,2006
5378,95.0,T.I.,Why You Wanna,2006
5379,96.0,Pink,Stupid Girls,2006
5380,97.0,Gorillaz,Feel Good Inc,2006
5381,98.0,T-Pain,I’m Sprung,2006
5382,79.0,Kathy Troccoli,Everything Changes,1992
5383,80.0,Def Leppard,Have You Ever Needed Somone So Bad,1992
5384,81.0,Richard Marx,Take This Heart,1992
5385,82.0,Firehouse,When I Look Into Your Eyes,1992
5386,83.0,Jade,I Wanna Love You,1992
5387,84.0,Boyz II Men,Uhh Ahh,1992
5388,85.0,Mary J. Blige,Real Love,1992
5389,86.0,The KLF,Justified And Ancient,1992
5390,92.0,John Legend feat. Andre 3000,Green Light,2009
5391,93.0,Billy Currington,People Are Crazy,2009
5392,94.0,Zac Brown Band,Whatever It Is,2009
5393,95.0,Kelly Clarkson,Already Gone,2009
5394,96.0,Kristinia DeBarge,Goodbye,2009
5395,97.0,Michael Franti and Spearhead feat. Cherine Anderson,Say Hey (I Love You),2009
5396,81.0,The Black Eyed Peas,Don’t Lie,2005
5397,82.0,Jennifer Lopez,Get Right,2005
5398,83.0,John Mayer,Daughters,2005
5399,84.0,Toby Keith,As Good as I Once Was,2005
5400,85.0,Brooke Valentine feat. Lil Jon and Big Boi,Girlfight,2005
5401,86.0,Destiny’s Child,Lose My Breath,2005
5402,87.0,John Legend,Ordinary People,2005
5403,88.0,Sean Paul,We Be Burnin’,2005
5404,89.0,The Click Five,Just the Girl,2005
5405,71.0,Baby Bash feat. T-Pain,Cyclone,2008
5406,72.0,Natasha Bedingfield feat. Sean Kingston,Love Like This,2008
5407,73.0,Jonas Brothers,Burnin’ Up,2008
5408,74.0,Kanye West,Love Lockdown,2008
5409,75.0,The-Dream,I Luv Your Girl,2008
5410,74.0,Kelly Clarkson,Breakaway,2004
5411,75.0,Santana feat. Alex Band Or Chad Kroeger,Why Don’t you & I,2004
5412,76.0,Jet,Are You Gonna Be My Girl,2004
5413,77.0,Five For Fighting,100 Years,2004
5414,86.0,Lifehouse,First Time,2007
5415,87.0,50 Cent feat. Justin Timberlake & Timbaland,Ayo Technology,2007
5416,88.0,Bow Wow feat. T-Pain & Johnta Austin,Outta My System,2007
5417,89.0,Taylor Swift,Teardrops On My Guitar,2007
5418,90.0,Rihanna,Shut Up And Drive,2007
5419,3.0,Sean Paul,Get Busy,2003
5420,4.0,Beyonce feat. Jay-Z,Crazy in Love,2003
5421,5.0,3 Doors Down,When I’m Gone,2003
5422,6.0,matchbox twenty,Unwell,2003
5423,7.0,Chingy,Right Thurr,2003
5424,8.0,Aaliyah,Miss You,2003
5425,4.0,Joe,I Wanna Know,2000
5426,5.0,Vertical Horizon,Everything You Want,2000
5427,6.0,Destiny’s Child,Say My Name,2000
5428,7.0,Savage Garden,I Knew I Loved You,2000
5429,8.0,Lonestar,Amazed,2000
5430,9.0,matchbox twenty,Bent,2000
5431,10.0,Toni Braxton,He Wasn’t Man Enough,2000
5432,2.0,Ashanti,Foolish,2002
5433,3.0,Nelly,Hot in Herre,2002
5434,4.0,Nelly feat. Kelly Rowland,Dilemma,2002
5435,5.0,The Calling,Wherever you Will Go,2002
5436,6.0,Vanessa Carlton,A Thousand Miles,2002
5437,7.0,Linkin Park,In the End,2002
5438,8.0,Fat Joe feat. Ashanti,What’s Luv?,2002
5439,2.0,Alicia Keys,Fallin’,2001
5440,3.0,Janet,All For You,2001
5441,4.0,Train,Drops Of Jupiter (Tell Me),2001
5442,5.0,Jennifer Lopez feat. Ja Rule,I’m Real,2001
5443,6.0,matchbox twenty,If You’re Gone,2001
5444,7.0,Eve feat. Gwen Stefani,Let Me Blow Ya Mind,2001
5445,99.0,Taylor Hicks,Do I Make you Proud,2006
5446,100.0,Teddy Geiger,For You I Will (Condience),2006
5447,87.0,Color Me Badd,Slow Motion,1992
5448,88.0,TLC,What About Your Friends,1992
5449,89.0,Color Me Badd,Thinkin’ Back,1992
5450,90.0,Charles and Eddie,Would I Lie To You?,1992
5451,98.0,Jim Jones and Ron Browz feat. Juelz Santana,Pop Champagne,2009
5452,99.0,Maxwell,Pretty Wings,2009
5453,100.0,The Fray,Never Say Never,2009
5454,90.0,Ryan Cabrera,True,2005
5455,91.0,Omarion,O,2005
5456,92.0,Mike Jones,Back Then,2005
5457,93.0,Jay-Z/Linkin Park,Numb/Encore,2005
5458,94.0,Ja Rule feat. R. Kelly and Ashanti,Wonderful,2005
5459,76.0,David Archuleta,Crush,2008
5460,77.0,Plies feat. Akon,Hypnotized,2008
5461,78.0,Fergie,Big Girls Don’t Cry,2008
5462,79.0,Kanye West feat. T-Pain,Good Life,2008
5463,80.0,Britney Spears,Womanizer,2008
5464,78.0,R. Kelly,Step In The Name Of Love,2004
5465,79.0,Linkin Park,Breaking the Habit,2004
5466,80.0,Nick Cannon feat. R. Kelly,Gigolo,2004
5467,81.0,Tim McGraw,Live Like You Were Dying,2004
5468,82.0,Alan Jackson,Remember When,2004
5469,83.0,Britney Spears,Everytime,2004
5470,91.0,Red Hot Chili Peppers,Snow ((Hey Oh)),2007
5471,92.0,Ludacris feat. Pharrell,Money Maker,2007
5472,93.0,Chris Brown feat. T-Pain,Kiss Kiss,2007
5473,94.0,Nickelback,Far Away,2007
5474,95.0,Crime Mob feat. Lil Scrappy,Rock Yo Hips,2007
5475,96.0,Justin Timberlake,Lovestoned,2007
5476,97.0,Hinder,Better Than Me,2007
5477,9.0,Kid Rock feat. Sheryl Crow,Picture,2003
5478,10.0,Evanescence feat. Paul McCoy,Bring me to Life,2003
5479,11.0,Lil Jon and The East Side Boyz feat. Ying Yang Twins,Get Low,2003
5480,12.0,Beyonce feat. Sean Paul,Baby Boy,2003
5481,13.0,"Nelly, P. Diddy and Murphy Lee",Shake ya Tailfeather,2003
5482,11.0,Creed,Higher,2000
5483,12.0,Aaliyah,Try Again,2000
5484,9.0,Usher,U Got it Bad,2002
5485,10.0,Puddle Of Mudd,Blurry,2002
5486,11.0,Avril Lavigne,Complicated,2002
5487,12.0,Ja Rule feat. Ashanti,Always on Time,2002
5488,13.0,Jennifer Lopez feat. Ja Rule,Ain’t it Funny,2002
5489,8.0,Dido,Thank You,2001
5490,9.0,Lenny Kravitz,Again,2001
5491,91.0,Amy Grant,That’s What Love Is For,1992
5492,92.0,Richard Marx,Keep Coming Back,1992
5493,93.0,En Vogue,Free Your Mind,1992
5494,94.0,Keith Sweat,Keep It Comin’,1992
5495,95.0,Mr. Big,Just Take My Heart,1992
5496,96.0,Amy Grant,I Will Remember You,1992
5497,95.0,T-Pain,I’m Sprung,2005
5498,96.0,Gavin DeGraw,Chariot,2005
5499,97.0,112 feat. Foxy Brown,U Already Know,2005
5500,98.0,Faith Hill,Mississippi Girl,2005
5501,99.0,Ludacris,Number One Spot,2005
5502,81.0,Taylor Swift,Love Story,2008
5503,82.0,Mary J. Blige,Just Fine,2008
5504,84.0,Lloyd feat. Ashanti,Southside,2004
5505,85.0,Beenie Man feat. Ms. Thing,Dude,2004
5506,86.0,G-Unit feat. Joe,Wanna Get To Know You,2004
5507,87.0,Chingy feat. Ludacris and Snoop Dogg,Holidae In,2004
5508,88.0,Black Eyed Peas,Let’s Get It Started,2004
5509,89.0,Kenny Chesney and Uncle Kracker,When the Sun Goes Down,2004
5510,90.0,Toby Keith,American Soldier,2004
5511,91.0,Jay-Z,Change Clothes,2004
5512,92.0,Avril Lavigne,Don’t Tell Me,2004
5513,98.0,Finger Eleven,Paralyzer,2007
5514,99.0,Snoop Dogg feat. R. Kelly,That’s That,2007
5515,14.0,50 Cent feat. Nate Dogg,21 Questions,2003
5516,15.0,Jennifer Lopez feat. LL Cool J,All I Have,2003
5517,16.0,Christina Aguilera,Beautiful,2003
5518,17.0,Busta Rhymes and Mariah Carey feat. The Flipmode Squad,I Know what you Want,2003
5519,18.0,Avril Lavigne,I’m with You,2003
5520,13.0,Destiny’s Child,Jumpin Jumpin’,2000
5521,14.0,Sisqo,Thong Song,2000
5522,15.0,3 Doors Down,Kryptonite,2000
5523,16.0,Pink,There You Go,2000
5524,17.0,Madonna,Music,2000
5525,14.0,Jimmy Eat World,The Middle,2002
5526,15.0,P. Diddy feat. Usher and Loon,I Need a Girl (Part One),2002
5527,16.0,Usher,U Don’t have to Call,2002
5528,17.0,Mary J. Blige,Family Affair,2002
5529,10.0,Destiny’s Child,Independent Women Part I,2001
5530,11.0,Blu Cantrell,Hit ‘Em Up Style (Oops!),2001
5531,12.0,Shaggy feat. Ricardo “RikRok” Ducent,It Wasn’t Me,2001
5532,13.0,Joe feat. Mystikal,Stutter,2001
5533,14.0,Staind,It’s Been Awhile,2001
5534,97.0,CeCe Peniston,We Got A Love Thang,1992
5535,98.0,Def Leppard,Let’s Get Rocked,1992
5536,99.0,Das EFX,They Want EFX,1992
5537,100.0,Bonnie Raitt,I Can’t Make You Love Me,1992
5538,100.0,Webbie feat. Bun B,Give Me That,2005
5539,83.0,Britney Spears,Piece Of Me,2008
5540,84.0,Rick Ross feat. T-Pain,The Boss,2008
5541,85.0,Kid Rock,All Summer Long,2008
5542,86.0,Trey Songz,Can’t Help But Wait,2008
5543,93.0,Keith Urban,You’ll Think of Me,2004
5544,94.0,R. Kelly,Happy People,2004
5545,95.0,Black Eyed Peas,Hey Mama,2004
5546,96.0,Nelly feat. Tim McGraw,Over and Over,2004
5547,100.0,R. Kelly and Usher,Same Girl,2007
5548,19.0,Uncle Kracker feat. Dobie Gray,Drift Away,2003
5549,20.0,Lil’ Kim feat. 50 Cent,Magic Stick,2003
5550,21.0,50 Cent,P.I.M.P.,2003
5551,22.0,B2K and P. Diddy,"Bump, Bump, Bump",2003
5552,23.0,Fabolous feat. Tamia Or Ashanti,Into You,2003
5553,24.0,Fabolous feat. Mike Shorey and Lil’ Mo,Can’t let you Go,2003
5554,18.0,Janet,Doesn’t Really Matter,2000
5555,19.0,Christina Aguilera,What A Girl Wants,2000
5556,20.0,Brian McKnight,Back At One,2000
5557,21.0,‘N Sync,Bye Bye Bye,2000
5558,22.0,Marc Anthony,You Sang To Me,2000
5559,23.0,Marc Anthony,I Need To Know,2000
5560,18.0,"P. Diddy and Ginuwine feat. Loon, Mario Winans and Tammy Ruggeri",I Need a Girl (Part Two),2002
5561,19.0,Eve feat. Alicia Keys,Gangsta Lovin’,2002
5562,20.0,Creed,My Sacrifice,2002
5563,21.0,Eminem,Without Me,2002
5564,15.0,Usher,U Remind Me,2001
5565,16.0,Jagged Edge With Nelly,Where The Party At,2001
5566,17.0,Shaggy feat. Rayvon,Angel,2001
5567,18.0,Nelly feat. City Spud,Ride Wit Me,2001
5568,87.0,Gavin DeGraw,In Love With A Girl,2008
5569,88.0,The Game feat. Lil Wayne,My Life,2008
5570,89.0,Keyshia Cole,I Remember,2008
5571,90.0,Kanye West feat. Dwele,Flashing Lights,2008
5572,97.0,Gretchen Wilson,Redneck Woman,2004
5573,98.0,Eminem,Just Lose It,2004
5574,99.0,John Michael Montgomery,Letters from Home,2004
5575,100.0,Kenny Chesney,I Go Back,2004
5576,25.0,Ja Rule feat. Ashanti,Mesmerize,2003
5577,26.0,Black Eyed Peas,Where is the Love?,2003
5578,27.0,Santana feat. Michelle Branch,The Game of Love,2003
5579,24.0,Montell Jordan,Get It On Tonite,2000
5580,25.0,Sisqo,Incomplete,2000
5581,26.0,Macy Gray,I Try,2000
5582,27.0,‘N Sync,It’s Gonna Be Me,2000
5583,28.0,Celine Dion,That’s The Way It Is,2000
5584,29.0,Nelly,(Hot S**T) Country Grammar,2000
5585,22.0,Enrique Iglesias,Hero,2002
5586,23.0,Michelle Branch,All You Wanted,2002
5587,24.0,Pink,Get the Party Started,2002
5588,25.0,Chad Kroeger feat. Josey Scott,Hero,2002
5589,26.0,Default,Wasting My Time,2002
5590,27.0,Creed,One Last Breath,2002
5591,19.0,Uncle Kracker,Follow Me,2001
5592,20.0,112,Peaches & Cream,2001
5593,21.0,Incubus,Drive,2001
5594,22.0,City High,What Would You Do?,2001
5595,23.0,Destiny’s Child,Survivor,2001
5596,24.0,"Christina Aguilera, Lil’ Kim, Mya and Pink",Lady Marmalade,2001
5597,91.0,Lil Wayne feat. Bobby Valentino & Kidd Kidd,Mrs. Officer,2008
5598,92.0,Miley Cyrus,7 Things,2008
5599,93.0,Trace Adkins,You’re Gonna Miss This,2008
5600,94.0,Gavin Rossdale,Love Remains The Same,2008
5601,28.0,Eminem,Lose Yourself,2003
5602,29.0,Ashanti,Rock wit U (Awww Baby),2003
5603,30.0,Justin Timberlake,Cry me a River,2003
5604,31.0,Tyrese,How you Gonna Act Like That,2003
5605,30.0,Blaque,Bring It All To Me,2000
5606,31.0,Backstreet Boys,Show Me The Meaning Of Being Lonely,2000
5607,32.0,"Missy Elliott feat. Nas, EVE and Q-Tip",Hot Boyz,2000
5608,33.0,BBMak,Back Here,2000
5609,34.0,Sonique,It Feels So Good,2000
5610,35.0,Nine Days,Absolutely (Story Of A Girl),2000
5611,28.0,Shakira,"Whenever, Wherever",2002
5612,29.0,Jennifer Lopez feat. Nas,I’m Gonna Be Alright,2002
5613,30.0,Cam’ron feat. Juelz Santana,Oh Boy,2002
5614,31.0,DJ Sammy and Yanou feat. Do,Heaven,2002
5615,32.0,No Doubt feat. Bounty Killer,Hey Baby,2002
5616,33.0,‘N Sync feat. Nelly,Girlfriend,2002
5617,34.0,Mario,Just a Friend 2002,2002
5618,25.0,Outkast,Ms. Jackson,2001
5619,26.0,Jennifer Lopez,Love Don’t Cost A Thing,2001
5620,27.0,Faith Hill,The Way You Love Me,2001
5621,28.0,Dream,He Loves U Not,2001
5622,95.0,Daughtry,Feels Like Tonight,2008
5623,96.0,Timbaland feat. Keri Hilson,The Way I Are,2008
5624,97.0,Saving Abel,Addicted,2008
5625,98.0,Santana feat. Chad Kroeger,Into The Night,2008
5626,32.0,Justin Timberlake,Rock your Body,2003
5627,33.0,Wayne Wonder,No Letting Go,2003
5628,34.0,Pharrell feat. Jay-Z,Frontin’,2003
5629,35.0,Dixie Chicks,Landslide,2003
5630,36.0,Missy “Misdemeanor” Elliott,Work It,2003
5631,37.0,Jay-Z feat. Beyonce Knowles,’03 Bonnie & Clyde,2003
5632,36.0,Creed,With Arms Wide Open,2000
5633,37.0,Enrique Iglesias,Be With You,2000
5634,38.0,Christina Aguilera,Come On Over Baby (All I Want Is You),2000
5635,39.0,Ruff Endz,No More,2000
5636,40.0,Blink 182,All The Small Things,2000
5637,41.0,Faith Hill,The Way You Love Me,2000
5638,42.0,Christina Aguilera,I Turn To You,2000
5639,35.0,Sheryl Crow,Soak up the Sun,2002
5640,36.0,Pink,Don’t Let Me Get Me,2002
5641,37.0,N.O.R.E.,Nothin’,2002
5642,38.0,Tweet,Oops (Oh My),2002
5643,29.0,Crazy Town,Butterfly,2001
5644,30.0,Ja Rule feat. Lil’ Mo and Vita,Put It On Me,2001
5645,99.0,Keyshia Cole,Heaven Sent,2008
5646,100.0,2 Pistols feat. T-Pain and Tay Dizm,She Got It,2008
5647,38.0,Nivea feat. Brian and Brandon Casey,Don’t Mess with my Man,2003
