,ranking,artist,song,year
3279,50.0,Rod Stewart,My Heart Can’t Tell You No,1989
3280,51.0,Love and Rockets,So Alive,1989
3281,52.0,New Kids On The Block,You Got It (The Right Stuff),1989
3282,53.0,Def Leppard,Armageddon It,1989
3283,54.0,Richard Marx,Satisfied,1989
3284,55.0,Madonna,Express Yourself,1989
3285,56.0,Dino,I Like It,1989
3286,57.0,Donny Osmond,Soldier Of Love,1989
3287,58.0,Tears For Fears,Sowing The Seeds Of Love,1989
3288,58.0,Johnnie Taylor,I Believe In You,1973
3289,59.0,Carpenters,Sing,1973
3290,60.0,Four Tops,Ain’t No Woman (Like The One I Got),1973
3291,61.0,Eric Weissberg and Steve Mandel,Dueling Banjos,1973
3292,62.0,Stevie Wonder,Higher Ground,1973
3293,63.0,Al Green,Here I Am (Come And Take Me),1973
3294,64.0,B.W. Stevenson,My Maria,1973
3295,65.0,Curtis Mayfield,Superfly,1973
3296,66.0,Gilbert O’Sullivan,Get Down,1973
3297,67.0,Edward Bear,Last Song,1973
3298,68.0,Steely Dan,Reelin’ In The Years,1973
3299,69.0,Focus,Hocus Pocus,1973
3300,70.0,Carpenters,Yesterday Once More,1973
3301,43.0,Stevie Wonder,That Girl,1982
3302,44.0,Daryl Hall and John Oates,Private Eyes,1982
3303,45.0,Lindsey Buckingham,Trouble,1982
3304,50.0,Helen Reddy,I Don’t Know How To Love Him,1971
3305,51.0,Osmonds,Yo-yo,1971
3306,52.0,Aretha Franklin,Bridge Over Troubled Water,1971
3307,53.0,Partridge Family,Doesn’t Somebody Want To Be Wanted,1971
3308,54.0,Tommy James,Draggin’ The Line,1971
3309,55.0,Ike and Tina Turner,Proud Mary,1971
3310,56.0,Chicago,Beginnings / Color My World,1971
3311,46.0,Rick Nelson,Garden Party,1972
3312,47.0,Johnny Nash,I Can See Clearly Now,1972
3313,48.0,Elvis Presley,Burning Love,1972
3314,49.0,Betty Wright,Clean Up Woman,1972
3315,50.0,Argent,Hold Your Head Up,1972
3316,51.0,Chakachas,Jungle Fever,1972
3317,52.0,Bread,Everything I Own,1972
3318,55.0,Rare Earth,(I Know) I’m Losing You,1970
3319,56.0,Bobby Sherman,"Easy Come, Easy Go",1970
3320,57.0,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself,1970
3321,58.0,Four Tops,Still Water (Love),1970
3322,59.0,Chicago,Make Me Smile,1970
3323,60.0,Frijid Pink,House Of The Rising Sun,1970
3324,61.0,Chicago,25 Or 6 To 4,1970
3325,62.0,White Plains,My Baby Loves Lovin’,1970
3326,63.0,Friends Of Distinction,Love Or Let Me Be Lonely,1970
3327,64.0,Brotherhood Of Man,United We Stand,1970
3328,66.0,Pretty Poison,Catch Me (I’m Falling),1988
3329,67.0,New Edition,If It Isn’t Love,1988
3330,68.0,Jets,Rocket 2 U,1988
3331,69.0,Peter Cetera,One Good Woman,1988
3332,70.0,Cheap Trick,Don’t Be Cruel,1988
3333,45.0,Sly Fox,Let’s Go All The Way,1986
3334,46.0,Robert Palmer,I Didn’t Mean To Turn You On,1986
3335,47.0,Miami Sound Machine,Words Get In The Way,1986
3336,48.0,Bangles,Manic Monday,1986
3337,49.0,Dire Straits,Walk Of Life,1986
3338,75.0,Jon Bellion,All Time Low,2017
3339,59.0,Madonna,Cherish,1989
3340,60.0,White Lion,When The Children Cry,1989
3341,61.0,Skid Row,18 And Life,1989
3342,62.0,Duran Duran,I Don’t Want Your Love,1989
3343,63.0,.38 Special,Second Chances,1989
3344,64.0,Karyn White,The Way You Love Me,1989
3345,65.0,Tone Loc,Funky Cold Medina,1989
3346,71.0,Bette Midler,Boogie Woogie Bugle Boy,1973
3347,72.0,Gilbert O’Sullivan,Clair,1973
3348,73.0,Steely Dan,Do It Again,1973
3349,74.0,Paul Simon,Kodachrome,1973
3350,75.0,Timmy Thomas,Why Can’t We Live Together,1973
3351,46.0,Roberta Flack,Making Love,1982
3352,47.0,Juice Newton,Love’s Been A Little Bit Hard On Me,1982
3353,48.0,Rod Stewart,Young Turks,1982
3354,49.0,J. Geils Band,Freeze-Frame,1982
3355,57.0,Bells,Stay Awhile,1971
3356,58.0,Stampeders,Sweet City Woman,1971
3357,59.0,Lobo,Me And You And A Dog Named Boo,1971
3358,60.0,Paul McCartney,"Another Day / Oh Woman, Oh Why",1971
3359,61.0,Bread,If,1971
3360,53.0,Dramatics,In The Rain,1972
3361,54.0,Al Green,Look What You Done For Me,1972
3362,55.0,Donna Fargo,The Happiest Girl In The Whole U.S.A.,1972
3363,56.0,T. Rex,Bang A Gong (Get It On),1972
3364,57.0,Paul Simon,Mother And Child Reunion,1972
3365,58.0,Roberta Flack and Donny Hathaway,Where Is The Love,1972
3366,65.0,Carpenters,We’ve Only Just Begun,1970
3367,66.0,Mark Lindsay,Arizona,1970
3368,67.0,James Taylor,Fire And Rain,1970
3369,68.0,Gene Chandler,Groovy Situation,1970
3370,69.0,Santana,Evil Ways,1970
3371,71.0,Elton John,Candle In The Wind,1988
3372,72.0,Daryl Hall and John Oates,Everything Your Heart Desires,1988
3373,73.0,Foreigner,Say You Will,1988
3374,74.0,Keith Sweat,I Want Her,1988
3375,75.0,Natalie Cole,Pink Cadillac,1988
3376,76.0,Tracy Chapman,Fast Car,1988
3377,50.0,Boston,Amanda,1986
3378,51.0,Stacey Q,Two Of Hearts,1986
3379,52.0,Jets,Crush On You,1986
3380,53.0,Orchestral Manoeuvres In The Dark,If You Leave,1986
3381,54.0,Genesis,Invisible Touch,1986
3382,55.0,Sade,The Sweetest Taboo,1986
3383,56.0,INXS,What You Need,1986
3384,57.0,Stevie Nicks,Talk To Me,1986
3385,76.0,Luke Combs,Hurricane,2017
3386,66.0,Bangles,In Your Room,1989
3387,67.0,Natalie Cole,Miss You Like Crazy,1989
3388,68.0,Cure,Love Song,1989
3389,69.0,Karyn White,Secret Rendesvous,1989
3390,70.0,Jeff Healey Band,Angel Eyes,1989
3391,71.0,Guns N’ Roses,Patience,1989
3392,72.0,Eddie Money,Walk On Water,1989
3393,73.0,New Kids On The Block,Cover Girl,1989
3394,76.0,Tower Of Power,So Very Hard To Go,1973
3395,77.0,Bette Midler,Do You Want To Dance?,1973
3396,78.0,Johnny Rivers,Rockin’ Pneumonia And The Boogie Woogie Flu,1973
3397,79.0,Allman Brothers,Ramblin’ Man,1973
3398,80.0,Temptations,Masterpiece,1973
3399,81.0,Helen Reddy,Peaceful,1973
3400,82.0,Spinners,One Of A Kind (Love Affair),1973
3401,83.0,Donna Fargo,Funny Face,1973
3402,50.0,REO Speedwagon,Keep The Fire Burnin’,1982
3403,51.0,Huey Lewis and The News,Do You Believe In Love,1982
3404,52.0,Paul Davis,Cool Night,1982
3405,53.0,38 Special,Caught Up In You,1982
3406,54.0,Diana Ross,Why Do Fools Fall In Love?,1982
3407,62.0,Marvin Gaye,Mercy Mercy Me (The Ecology),1971
3408,63.0,Brewer and Shipley,One Toke Over The Line,1971
3409,64.0,8th Day,She’s Not Just Another Woman,1971
3410,59.0,Al Green,I’m Still In Love With You,1972
3411,60.0,Derek and The Dominos,Layla,1972
3412,61.0,Aretha Franklin,Day Dreaming,1972
3413,62.0,Cher,The Way Of Love,1972
3414,63.0,Three Dog Night,Black And White,1972
3415,64.0,Dr. Hook and The Medicine Show,Sylvia’s Mother,1972
3416,70.0,Guess Who,No Time,1970
3417,71.0,Delfonics,Didn’t I (Blow Your Mind This Time),1970
3418,72.0,Elvis Presley,The Wonder Of You / Mama Liked The Roses,1970
3419,73.0,Creedence Clearwater Revival,Up Around The Bend / Run Through The Jungle,1970
3420,77.0,Icehouse,Electric Blue,1988
3421,78.0,Bruce Hornsby and The Range,The Valley Road,1988
3422,79.0,Bobby Brown,Don’t Be Cruel,1988
3423,58.0,Janet Jackson,Nasty,1986
3424,59.0,Eddie Money,Take Me Home Tonight,1986
3425,60.0,Jermaine Stewart,We Don’t Have To Take Our Clothes Off,1986
3426,61.0,Lisa Lisa and Cult Jam With Full Force,All Cried Out,1986
3427,62.0,Outfield,Your Love,1986
3428,1.0,Cher,Believe,1999
3429,77.0,Sam Smith,Too Good At Goodbyes,2017
3430,74.0,Guns N’ Roses,Welcom To The Jungle,1989
3431,75.0,Surface,Shower Me With Your Love,1989
3432,76.0,R.E.M.,Stand,1989
3433,77.0,Lita Ford,Close My Eyes Forever,1989
3434,78.0,Tiffany,All This Time,1989
3435,79.0,Cher and Peter Cetera,After All,1989
3436,84.0,Ohio Players,Funky Worm,1973
3437,85.0,Rolling Stones,Angie,1973
3438,86.0,Blue Ridge Rangers,Jambalaya (On The Bayou),1973
3439,87.0,Lobo,Don’t Expect Me To Be Your Friend,1973
3440,88.0,Stylistics,Break Up To Make Up,1973
3441,89.0,Jud Strunk,Daisy A Day,1973
3442,90.0,Deodato,Also Sprach Zarathustra (2001),1973
3443,55.0,Alabama,Love In The First Degree,1982
3444,56.0,Royal Philharmonic Orchestra,Hooked On Classics,1982
3445,57.0,"Crosby, Stills and Nash",Wasted On The Way,1982
3446,58.0,Eddie Money,Think I’m In Love,1982
3447,59.0,Donna Summer,Love Is In Control,1982
3448,60.0,Karla Bonoff,Personally,1982
3449,61.0,Quincy Jones,Owe Hundred Ways,1982
3450,65.0,Freda Payne,Bring The Boys Home,1971
3451,66.0,Rare Earth,I Just Want To Celebrate,1971
3452,67.0,Delaney and Bonnie and Friends,Never Ending Song Of Love,1971
3453,68.0,Freddy Hart,Easy Loving,1971
3454,69.0,Three Dog Night,Liar,1971
3455,70.0,Honey Cone,Stick-up,1971
3456,71.0,Mac and Katie Kissoon,Chirpy Chirpy Cheep Cheep,1971
3457,72.0,Andy Williams,Love Story (Where Do I Begin),1971
3458,73.0,Cat Stevens,Wild World,1971
3459,74.0,Jerry Reed,"When You’re Hot, You’re Hot",1971
3460,65.0,Carpenters,Hurting Each Other,1972
3461,66.0,Nilsson,Coconut,1972
3462,67.0,Donny Osmond,Puppy Love,1972
3463,68.0,Jim Croce,You Don’t Mess Around With Jim,1972
3464,69.0,Commander Cody and His Lost Planet Airmen,Hot Rod Lincoln,1972
3465,70.0,Sonny and Cher,A Cowboy’s Work Is Never Done,1972
3466,71.0,Apollo 100,Joy,1972
3467,74.0,Ronnie Dyson,(If You Let Me Make Love To You Then) Why Can’t I Touch You,1970
3468,75.0,B.J. Thomas,I Just Can’t Help Believing,1970
3469,76.0,Spinners,It’s A Shame,1970
3470,77.0,Bobbi Martin,For The Love Of Him,1970
3471,78.0,Mountain,Mississippi Queen,1970
3472,79.0,Ike and Tina Turner,I Want To Take You Higher,1970
3473,80.0,Pet Shop Boys,Always On My Mind,1988
3474,81.0,Brenda Russell feat. Joe Esposito,Piano In The Dark,1988
3475,82.0,Van Halen,When It’s Love,1988
3476,63.0,Wham!,I’m Your Man,1986
3477,64.0,Scritti Politti,Perfect Way,1986
3478,65.0,James Brown,Living In America,1986
3479,66.0,John Cougar Mellencamp,R.O.C.K. In The U.S.A.,1986
3480,67.0,El Debarge,Who’s Johnny,1986
3481,68.0,Cameo,Word Up,1986
3482,2.0,TLC,No Scrubs,1999
3483,3.0,Monica,Angel Of Mine,1999
3484,4.0,Whitney Houston,Heartbreak Hotel,1999
3485,5.0,Britney Spears,…Baby One More Time,1999
3486,6.0,Sixpence None The Richer,Kiss Me,1999
3487,7.0,Christina Aguilera,Genie In A Bottle,1999
3488,1.0,Kim Carnes,Bette Davis Eyes,1981
3489,1.0,Ace Of Base,The Sign,1994
3490,2.0,All-4-One,I Swear,1994
3491,3.0,Boyz II Men,I’ll Make Love To You,1994
3492,4.0,Celine Dion,The Power Of Love,1994
3493,5.0,Mariah Carey,Hero,1994
3494,6.0,Lisa Loeb and Nine Stories,Stay (I Missed You),1994
3495,1.0,Blondie,Call Me,1980
3496,1.0,Next,Too Close,1998
3497,1.0,Elton John,Candle In The Wind 1997,1997
3498,1.0,Coolio,Gangsta’s Paradise,1995
3499,1.0,Los Del Rio,Macarena (Bayside Boys Mix),1996
3500,78.0,Khalid,Young Dumb & Broke,2017
3501,80.0,Bobby Brown,Roni,1989
3502,81.0,Aerosmith,Love In An Elevator,1989
3503,82.0,Bon Jovi,Lay Your Hands On Me,1989
3504,83.0,When In Rome,This Promise,1989
3505,84.0,Edie Brickell and The New Bohemians,What I Am,1989
3506,85.0,Boys Club,I Remember Holding You,1989
3507,91.0,Johnny Nash,Stir It Up,1973
3508,92.0,Pink Floyd,Money,1973
3509,93.0,War,Gypsy Man,1973
3510,94.0,War,The World Is A Ghetto,1973
3511,95.0,Pointer Sisters,Yes We Can Can,1973
3512,96.0,Edgar Winter Group,Free Ride,1973
3513,97.0,David Bowie,Space Oddity,1973
3514,98.0,Albert Hammond,It Never Rains In Southern California,1973
3515,99.0,Donny Osmond,The Twelfth Of Never,1973
3516,100.0,Temptations,Papa Was A Rolling Stone,1973
3517,62.0,Elton John,Blue Eyes,1982
3518,63.0,Go-Go’s,Our Lips Are Sealed,1982
3519,64.0,Sheena Easton,You Could Have Been Wih Me,1982
3520,65.0,America,You Can Do Magic,1982
3521,75.0,Beginning Of The End,Funky Nassau,1971
3522,76.0,Olivia Newton-John,If Not For You,1971
3523,77.0,King Floyd,Groove Me,1971
3524,78.0,Bobby Goldsboro,Watching Scotty Grow,1971
3525,79.0,Matthews’ Southern Comfort,Woodstock,1971
3526,80.0,Judy Collins,Amazing Grace,1971
3527,81.0,Dave Edmunds,I Hear You Knocking,1971
3528,72.0,Carly Simon,Anticipation,1972
3529,73.0,Three Dog Night,Never Been To Spain,1972
3530,74.0,Charlie Pride,Kiss An Angel Good Morning,1972
3531,75.0,Alice Cooper,School’s Out,1972
3532,80.0,Joe Cocker,The Letter,1970
3533,81.0,Tee Set,Ma Belle Amie,1970
3534,82.0,Originals,The Bells,1970
3535,83.0,Christie,Yellow River,1970
3536,84.0,100 Proof Aged In Soul,Somebody’s Been Sleeping,1970
3537,83.0,Paul Carrack,Don’t Shed A Tear,1988
3538,84.0,Sting,We’ll Be Together,1988
3539,85.0,Joan Jett and The Blackhearts,I Hate Myself For Loving You,1988
3540,86.0,Foreigner,I Don’t Want To Live Without You,1988
3541,87.0,Al B. Sure!,Nite And Day,1988
3542,69.0,Van Halen,Why Can’t This Be Love,1986
3543,70.0,Mike and The Mechanics,Silent Running,1986
3544,71.0,Tina Turner,Typical Male,1986
3545,72.0,John Cougar Mellencamp,Small Town,1986
3546,73.0,Baltimora,Tarzan Boy,1986
3547,74.0,Mike and The Mechanics,All I Need Is A Miracle,1986
3548,75.0,Michael McDonald,Sweet Freedom,1986
3549,76.0,Madonna,True Blue,1986
3550,8.0,Sugar Ray,Every Morning,1999
3551,9.0,Deborah Cox,Nobody’s Supposed To Be Here,1999
3552,10.0,Ricky Martin,Livin’ La Vida Loca,1999
3553,11.0,702,Where My Girls At?,1999
3554,2.0,Diana Ross and Lionel Richie,Endless Love,1981
3555,3.0,Kenny Rogers,Lady,1981
3556,4.0,John Lennon,(Just Like) Starting Over,1981
3557,5.0,Rick Springfield,Jessie’s Girl,1981
3558,6.0,Kool and The Gang,Celebration,1981
3559,7.0,Daryl Hall and John Oates,Kiss On My List,1981
3560,8.0,Eddie Rabbitt,I Love A Rainy Night,1981
3561,9.0,Dolly Parton,9 To 5,1981
3562,7.0,Toni Braxton,Breathe Again,1994
3563,8.0,"Bryan Adams, Rod Stewart and Sting",All For Love,1994
3564,9.0,Ace Of Base,All That She Wants,1994
3565,10.0,Ace Of Base,Don’t Turn Around,1994
3566,11.0,R. Kelly,Bump N’ Grind,1994
3567,12.0,Janet Jackson,Again,1994
3568,13.0,Madonna,I’ll Remember,1994
3569,14.0,Salt-N-Pepa,Whatta Man,1994
3570,2.0,Pink Floyd,Another Brick In The Wall,1980
3571,3.0,Olivia Newton-John,Magic,1980
3572,4.0,Michael Jackson,Rock With You,1980
3573,5.0,Captain and Tennille,Do That To Me One More Time,1980
3574,6.0,Queen,Crazy Little Thing Called Love,1980
3575,2.0,Brandy and Monica,The Boy Is Mine,1998
3576,3.0,Shania Twain,You’re Still The One,1998
3577,4.0,Savage Garden,Truly Madly Deeply,1998
3578,5.0,LeAnn Rimes,How Do I Live,1998
3579,6.0,Janet,Together Again,1998
3580,7.0,K-Ci and JoJo,All My Life,1998
3581,2.0,Jewel,Foolish Games / You Were Meant For Me,1997
3582,2.0,TLC,Waterfalls,1995
3583,3.0,TLC,Creep,1995
3584,4.0,Seal,Kiss From A Rose,1995
3585,5.0,Boyz II Men,On Bended Knee,1995
3586,6.0,Real McCoy,Another Night,1995
3587,7.0,Mariah Carey,Fantasy,1995
3588,2.0,Mariah Carey and Boyz II Men,One Sweet Day,1996
3589,3.0,Celine Dion,Because You Loved Me,1996
3590,4.0,Tony Rich Project,Nobody Knows,1996
3591,5.0,Mariah Carey,Always Be My Baby,1996
3592,6.0,Tracy Chapman,Give Me One Reason,1996
3593,7.0,Bone Thugs-N-Harmony,Tha Crossroads,1996
3594,8.0,Donna Lewis,I Love You Always Forever,1996
3595,9.0,Toni Braxton,You’re Makin’ Me High / Let It Flow,1996
3596,79.0,Playboi Carti,Magnolia,2017
3597,86.0,Guns N’ Roses,Paradise City,1989
3598,87.0,Samantha Fox,Iwanna Have Some Fun,1989
3599,88.0,Rick Astley,She Wants To Dance With Me,1989
3600,89.0,Vanessa Williams,Dreamin’,1989
3601,90.0,Babyface,It’s No Crime,1989
3602,91.0,Alice Cooper,Poison,1989
3603,66.0,Daryl Hall and John Oates,Did It In A Minute,1982
3604,67.0,A Flock Of Seagulls,I Ran,1982
3605,68.0,Jackson Browne,Somebody’s Baby,1982
3606,69.0,Commodores,Oh No,1982
3607,70.0,Paul McCartney,Take It Away,1982
3608,71.0,Deneice Williams,It’s Gonna Take A Miracle,1982
3609,82.0,Bee Gees,Lonely Days,1971
3610,83.0,Fortunes,Here Comes That Rainy Day Feeling Again,1971
3611,84.0,Who,Won’t Get Fooled Again,1971
3612,85.0,Denise Lasalle,Trapped By A Thing Called Love,1971
3613,86.0,Jackson 5,Mama’s Pearl,1971
3614,87.0,Buoys,Timothy,1971
3615,88.0,Partridge Family,I Woke Up In Love This Morning,1971
3616,76.0,Chicago,Saturday In The Park,1972
3617,77.0,Joe Simon,Drowning In The Sea Of Love,1972
3618,78.0,Bill Withers,Use Me,1972
3619,79.0,Sly and The Family Stone,Family Affair,1972
3620,85.0,Ides Of March,Vehicle,1970
3621,86.0,Pipkins,Gimme Dat Ding,1970
3622,87.0,Robin Mcnamara,Lay A Little Lovin’ On Me,1970
3623,88.0,Supremes,Up The Ladder To The Roof,1970
3624,89.0,Creedence Clearwater Revival,Travelin’ Band / Who’ll Stop The Rain,1970
3625,90.0,Sandpipers,Come Saturday Morning,1970
3626,88.0,Steve Winwood,Don’t You Know What The Night Can Do,1988
3627,89.0,Whitney Houston,One Moment In Time,1988
3628,90.0,Gloria Estefan and Miami Sound Machine,Can’t Stay Away From You,1988
3629,91.0,George Michael,Kissing A Fool,1988
3630,92.0,John Cougar Mellancamp,Cherry Bomb,1988
3631,93.0,Brenda K. Starr,I Still Believe,1988
3632,94.0,Cher,I Found Someone,1988
3633,95.0,INXS,Never Tear Us Apart,1988
3634,96.0,Steve Windwood,Valerie,1988
3635,97.0,David Lee Roth,Just Like Paradise,1988
3636,77.0,Timex Social Club,Rumors,1986
3637,78.0,Dream Academy,Life In A Northern Town,1986
3638,12.0,Jennifer Lopez,If You Had My Love,1999
3639,13.0,Goo Goo Dolls,Slide,1999
3640,14.0,Brandy,Have You Ever?,1999
3641,15.0,Backstreet Boys,I Want It That Way,1999
3642,16.0,R. Kelly and Celine Dion,I’m Your Angel,1999
3643,17.0,Smash Mouth,All Star,1999
3644,18.0,Sarah McLachlan,Angel,1999
3645,10.0,REO Speedwagon,Keep On Loving You,1981
3646,11.0,Joey Scarbury,Theme From “Greatest American Hero”,1981
3647,12.0,Sheena Easton,Morning Train (Nine To Five),1981
3648,13.0,Smokey Robinson,Being With You,1981
3649,14.0,Juice Newton,Queen Of Hearts,1981
3650,15.0,Blondie,Rapture,1981
3651,16.0,Ray Parker jr. and Raydio,A Woman Needs Love,1981
3652,17.0,Blondie,The Tide Is High,1981
3653,18.0,Grover Washington jr.,Just The Two Of Us,1981
3654,15.0,John Mellencamp and Me’shell Ndegeocello,Wild Night,1994
3655,16.0,Mariah Carey,Without You / Never Forget You,1994
3656,17.0,Toni Braxton,You Mean The World To Me,1994
3657,18.0,Elton John,Can You Feel The Love Tonight,1994
3658,19.0,The Artist Formerly Known As Prince,The Most Beautiful Girl In The World,1994
3659,20.0,Coolio,Fantastic Voyage,1994
3660,7.0,Paul McCartney,Coming Up,1980
3661,8.0,"Lipps, Inc.",Funkytown,1980
3662,9.0,Billy Joel,It’s Still Rock And Roll To Me,1980
3663,10.0,Bette Midler,The Rose,1980
3664,11.0,Rupert Holmes,Escape (The Pina Colada Song),1980
3665,12.0,Gary Numan,Cars,1980
3666,8.0,Elton John,Candle In The Wind 1997,1998
3667,9.0,Usher,Nice & Slow,1998
3668,10.0,Paula Cole,I Don’t Want To Wait,1998
3669,11.0,Third Eye Blind,How’s It Going To Be,1998
3670,12.0,Destiny’s Child,"No, No, No",1998
3671,13.0,Celine Dion,My Heart Will Go On,1998
3672,14.0,Will Smith,Gettin’ Jiggy Wit It,1998
3673,15.0,Usher,You Make Me Wanna…,1998
3674,3.0,Puff Daddy and Faith Evans,I’ll Be Missing You,1997
3675,4.0,Toni Braxton,Un-Break My Heart,1997
3676,5.0,Puff Daddy,Can’t Nobody Hold Me Down,1997
3677,6.0,R. Kelly,I Believe I Can Fly,1997
3678,7.0,En Vogue,Don’t Let Go (Love),1997
3679,8.0,Mark Morrison,Return Of The Mack,1997
3680,9.0,LeAnn Rimes,How Do I Live,1997
3681,10.0,Spice Girls,Wannabe,1997
3682,11.0,Backstreet Boys,Quit Playing Games (With My Heart),1997
3683,8.0,Madonna,Take A Bow,1995
3684,9.0,Monica,Don’t Take It Personal (Just One Of Dem Days),1995
3685,10.0,Montell Jordan,This Is How We Do It,1995
3686,11.0,Dionne Farris,I Know,1995
3687,12.0,Boyz II Men,Water Runs Dry,1995
3688,13.0,Adina Howard,Freak Like Me,1995
3689,14.0,Blues Traveler,Run-Around,1995
3690,10.0,Keith Sweat,Twisted,1996
3691,11.0,Quad City Dj’s,C’mon N’ Ride It (The Train),1996
3692,12.0,Everything But The Girl,Missing,1996
3693,13.0,Alanis Morissette,Ironic,1996
3694,14.0,Whitney Houston,Exhale (Shoop Shoop),1996
3695,15.0,Gin Blossoms,Follow You Down / Til I Hear It From You,1996
3696,16.0,Brandy,Sittin’ Up In My Room,1996
3697,17.0,2Pac,How Do U Want It / California Love,1996
3698,80.0,SZA Featuring Travis Scott,Love Galore,2017
3699,92.0,Donna Summer,This Time I Know It’s For Real,1989
3700,93.0,Michael Jackson,Smooth Criminal,1989
3701,94.0,Deon Estus,Heavan Help Me,1989
3702,95.0,Bobby Brown,Rock Wit’cha,1989
3703,96.0,Sa-fire,Thinking Of You,1989
3704,97.0,Expose,What You Don’t Know,1989
3705,72.0,Kenny Rogers,Love Will Turn You Around,1982
3706,73.0,Journey,Don’t Stop Bellevin’,1982
3707,74.0,Barbra Streisand,Comin’ In And Out Of Your Life,1982
3708,75.0,Laura Branigan,Gloria,1982
3709,76.0,Elton John,Empty Garden,1982
3710,77.0,Neil Diamond,Yesterday’s Songs,1982
3711,78.0,Joan Jett and The Blackhearts,Crimson And Clover,1982
3712,79.0,Police,Every Little Thing She Does Is Magic,1982
3713,80.0,Air Supply,Here I Am,1982
3714,89.0,Isaac Hayes,Theme From “Shaft”,1971
3715,90.0,Gladys Knight and The Pips,If I Were Your Woman,1971
3716,91.0,Neil Diamond,I Am..I Said,1971
3717,92.0,Paul Stookey,Wedding Song (There Is Love),1971
3718,93.0,Wilson Pickett,"Don’t Knock My Love, Pt. 1",1971
3719,80.0,Jimmy Castor Bunch,Troglodyte,1972
3720,81.0,Redbone,The Witch Queen Of New Orleans,1972
3721,82.0,Curtis Mayfield,Freddie’s Dead,1972
3722,83.0,Joe Simon,Power Of Love,1972
3723,84.0,Jerry Butler and Brenda Lee Eager,Ain’t Understanding Mellow,1972
3724,85.0,Harry Chapin,Taxi,1972
3725,86.0,Beverly Bremers,Don’t Say You Don’t Rememeer,1972
3726,91.0,Temptations,Psychedelic Shack,1970
3727,92.0,Tom Jones,Without Love (There Is Nothing),1970
3728,93.0,Pacific Gas and Electric,Are You Ready?,1970
3729,94.0,"Crosby, Stills, Nash and Young",Woodstock,1970
3730,95.0,Dionne Warwick,I’ll Never Fall In Love Again,1970
3731,96.0,New Seekers,Look What They’ve Done To My Song Ma,1970
3732,97.0,Joe South,Walk A Mile In My Shoes,1970
3733,98.0,B.B. King,The Thrill Is Gone,1970
3734,99.0,Glen Campbell,It’s Only Make Believe,1970
3735,98.0,Poison,Nothin’ But A Good Time,1988
3736,99.0,White Lion,Wait,1988
3737,100.0,Taylor Dayne,Prove Your Love,1988
3738,79.0,Miami Sound Machine,Bad Boy,1986
3739,80.0,ZZ Top,Sleeping Bag,1986
3740,81.0,Cars,Tonight She Comes,1986
3741,82.0,Rod Stewart,Love Touch,1986
3742,83.0,Sheila E.,A Love Bizarre,1986
3743,84.0,Genesis,Throwing It All Away,1986
3744,85.0,Regina,Baby Love,1986
3745,86.0,Arcadia,Election Day,1986
3746,19.0,Santana feat. Rob Thomas,Smooth,1999
3747,20.0,TLC,Unpretty,1999
3748,21.0,Destiny’s Child,"Bills, Bills, Bills",1999
3749,22.0,Eagle-Eye Cherry,Save Tonight,1999
3750,23.0,Pearl Jam,Last Kiss,1999
3751,24.0,Maxwell,Fortunate,1999
3752,25.0,Backstreet Boys,All I Have To Give,1999
3753,19.0,Pointer Sisters,Slow Hand,1981
3754,20.0,Climax Blues Band,I Love You,1981
3755,21.0,John Lennon,Woman,1981
3756,22.0,A Taste Of Honey,Sukiyaki,1981
3757,23.0,ABBA,The Winner Takes It All,1981
3758,24.0,Stars On 45,Medley,1981
3759,25.0,Juice Newton,Angel Of The Morning,1981
3760,26.0,Neil Diamond,Love On The Rocks,1981
3761,27.0,Air Supply,Every Woman In The World,1981
3762,1.0,Whitney Houston,I Will Always Love You,1993
3763,21.0,Big Mountain,Baby I Love Your Way,1994
3764,22.0,Warren G and Nate Dogg,Regulate,1994
3765,23.0,Jon Secada,If You Go,1994
3766,24.0,Aaliyah,Back & Forth,1994
3767,25.0,Richard Marx,Now And Forever,1994
3768,26.0,Babyface,When Can I See You,1994
3769,27.0,Bryan Adams,Please Forgive Me,1994
3770,28.0,All-4-One,So Much In Love,1994
3771,13.0,Smokey Robinson,Cruisin’,1980
3772,14.0,Spinners,Working My Way Back To You-Forgive Me Girl,1980
3773,15.0,Air Supply,Lost In Love,1980
3774,16.0,Elton John,Little Jeannie,1980
3775,16.0,Usher,My Way,1998
3776,17.0,Mariah Carey,My All,1998
3777,18.0,Monica,The First Night,1998
3778,19.0,Puff Daddy and The Family,Been Around The World,1998
3779,20.0,Sarah McLachlan,Adia,1998
3780,12.0,Hanson,MMMBop,1997
3781,13.0,Monica,For You I Will,1997
3782,14.0,Usher,You Make Me Wanna…,1997
3783,15.0,Meredith Brooks,Bitch,1997
3784,16.0,Keith Sweat,Nobody,1997
3785,17.0,Third Eye Blind,Semi-Charmed Life,1997
3786,18.0,Duncan Sheik,Barely Breathing,1997
3787,15.0,All-4-One,I Can Love You Like That,1995
3788,16.0,Bryan Adams,Have You Ever Really Loved A Woman?,1995
3789,17.0,Bon Jovi,Always,1995
3790,18.0,Shaggy,Boombastic / In The Summertime,1995
3791,19.0,Nicki French,Total Eclipse Of The Heart,1995
3792,20.0,Des’ree,You Gotta Be,1995
3793,21.0,Michael Jackson,You Are Not Alone,1995
